,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.source,name,tags.alt_name,other_tags,geometry,Country
27886,1932613989,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N90"" }",POINT (26.588264 38.287632899999934),TR
27887,1932614051,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N90"" }",POINT (26.602988799999938 38.292443),TR
27888,1932614114,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N90"" }",POINT (26.610831 38.29401119999992),TR
27889,1932614120,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N90"" }",POINT (26.605063499999943 38.29427429999991),TR
27890,1932614124,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.manufacturer:type"": ""N90"" }",POINT (26.607972599999943 38.294306799999916),TR
27920,2035915279,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.23045159999981 40.354399300000125),TR
27921,2035915300,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.22849859999981 40.35590600000012),TR
27922,2035915323,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.23573819999981 40.35678320000012),TR
27923,2035915440,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.22710119999981 40.35958470000013),TR
27924,2035915524,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.224993599999806 40.36085100000011),TR
27925,2035915536,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.ref"": ""T02"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.122646599999808 40.36132030000011),TR
27926,2035915541,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.23794029999981 40.36141190000011),TR
27927,2035915556,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.108426799999805 40.36181260000009),TR
27928,2035915580,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.221291299999805 40.3625967000001),TR
27929,2035915587,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.ref"": ""T01"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.119898499999803 40.36259430000009),TR
27930,2035915593,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.233631399999805 40.36275030000009),TR
27931,2035915610,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.106352199999804 40.36319720000009),TR
27932,2035915626,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.149520899999803 40.363574100000086),TR
27933,2035915641,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.231601599999802 40.363733),TR
27934,2035915656,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.182359799999798 40.363798300000084),TR
27935,2035915664,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.175563899999798 40.363886),TR
27936,2035915689,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.217854699999805 40.36432410000008),TR
27937,2035915691,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.171688199999807 40.364344300000084),TR
27938,2035915697,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.14277849999981 40.364455700000086),TR
27939,2035915715,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.168465199999808 40.36484710000009),TR
27940,2035915724,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.092974199999812 40.36497590000009),TR
27941,2035915733,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.164898299999816 40.365076),TR
27942,2035915742,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.099005399999818 40.365166600000094),TR
27943,2035915751,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.16169259999982 40.365360600000095),TR
27944,2035915760,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.10210849999982 40.3653843000001),TR
27945,2035915773,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.14694849999982 40.3656722000001),TR
27946,2035915774,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.154574199999818 40.3657155000001),TR
27947,2035915850,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.10488789999982 40.366141600000105),TR
27948,2035915872,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.231375799999824 40.3662624000001),TR
27949,2035915899,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.241264099999817 40.3665807000001),TR
27950,2035915936,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.092471299999804 40.36705720000011),TR
27951,2035915954,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.096353699999796 40.367303100000115),TR
27952,2035915956,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.134694899999797 40.36731270000011),TR
27954,2035915973,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.1309146999998 40.36757460000011),TR
27955,2035915976,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.087416699999796 40.36754850000011),TR
27956,2035915986,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.085040799999796 40.36772880000011),TR
27957,2035916005,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.197297399999798 40.36788820000012),TR
27958,2035916009,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Doğan Enerji"" }",POINT (28.2000280999998 40.36799300000012),TR
27959,2035916020,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Yapısan Elektrik Üretim A. Ş."" }",POINT (28.090129299999795 40.36811830000013),TR
27960,2035916021,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.194347099999796 40.36816950000013),TR
27961,2035916024,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.138879499999792 40.368318100000124),TR
27962,2035916056,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.184161399999795 40.3691001000001),TR
27963,2035916059,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.143052199999794 40.3691423000001),TR
27964,2035916066,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.177244899999796 40.369458600000094),TR
27965,2035916067,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.231063699999794 40.369510400000095),TR
27966,2035916082,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.18108259999979 40.36990130000009),TR
27967,2035916086,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,NULL,Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.228316799999792 40.37003480000009),TR
27968,2035916113,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.234497399999796 40.3707107000001),TR
27969,2035916121,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.238181699999796 40.37086120000011),TR
27970,2035916155,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.22642609999979 40.3722657000001),TR
27971,2035916166,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,NULL,POINT (28.188989199999792 40.3725362000001),TR
27972,2035916187,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.204858499999794 40.37281380000011),TR
27973,2035916205,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.224216899999792 40.373203400000115),TR
27974,2035916206,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.220235099999794 40.37329140000011),TR
27975,2035916210,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.216795499999794 40.37338730000012),TR
27976,2035916224,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.246944499999792 40.37363220000012),TR
27977,2035916263,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.202275299999798 40.374864300000105),TR
27978,2035916282,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.1979866999998 40.37539180000012),TR
27979,2035916310,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.243514799999797 40.37593000000014),TR
27980,2035916357,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.2154727999998 40.37732810000014),TR
27981,2035916381,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.2180501999998 40.37801930000014),TR
27982,2035916385,node,TR,wind_turbine,1.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (28.211348099999803 40.37825280000014),TR
28142,2221894535,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.613245400000107 39.2649172),TR
28143,2221894616,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.61575930000011 39.2667616),TR
28146,2221894660,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.618846300000108 39.2682874),TR
28147,2221894666,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.623751800000107 39.2685059),TR
28155,2221894765,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,NULL,POINT (27.6263669000001 39.270300300000024),TR
28167,2221895820,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,NULL,POINT (27.63616100000012 39.28449959999991),TR
28168,2221896194,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,NULL,POINT (27.64074460000012 39.289036999999894),TR
28171,2221896290,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,NULL,POINT (27.644064800000123 39.290035099999876),TR
28174,2221896638,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.659500900000108 39.295650399999886),TR
28175,2221896639,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.662761700000107 39.29564829999988),TR
28176,2221896647,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.667489000000106 39.29635039999989),TR
28179,2221896652,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.656456900000105 39.296482699999885),TR
28182,2221896687,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.670046100000096 39.297726799999886),TR
28184,2221896715,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.manufacturer"": ""Nordex"", ""tags.height:hub"": ""80"", ""tags.rotor:diameter"": ""90"" }",POINT (27.674289200000096 39.29868279999989),TR
