,id,Type,Region,tags.generator:method,power_output_MW,tags.generator:source,tags.generator:type,tags.power,tags.source,name,tags.alt_name,other_tags,geometry,Country
28842,4572484738,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Saray RES,NULL,"{ ""tags.operator"": ""Saray Döküm ve Madeni Aksam Sanayi Turizm A.Ş."", ""tags.frequency"": ""50"" }",POINT (27.933328 41.2332391000001),TR
28843,4572484739,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Saray RES,NULL,"{ ""tags.operator"": ""Saray Döküm ve Madeni Aksam Sanayi Turizm A.Ş."", ""tags.frequency"": ""50"" }",POINT (27.93421850000002 41.2350464000001),TR
28844,4572484744,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Saray RES,NULL,"{ ""tags.operator"": ""Saray Döküm ve Madeni Aksam Sanayi Turizm A.Ş."", ""tags.frequency"": ""50"" }",POINT (27.93635890000002 41.240607200000106),TR
28888,4746107457,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.03632040000001 41.501024200000536),TR
28889,4746107458,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.032715200000013 41.502718700000536),TR
28890,4746107459,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.019743 41.503540800000536),TR
28891,4746107460,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.015212100000014 41.504000300000534),TR
28892,4746107461,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.029776800000015 41.50595290000054),TR
28893,4746107462,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.025883900000014 41.507149400000536),TR
28894,4746107463,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.017366900000013 41.509502400000535),TR
28895,4746107464,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.012628400000015 41.51435950000054),TR
28896,4746107465,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Kıyıköy RES T3,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.008530400000016 41.515509700000536),TR
28897,4746107466,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.034535400000017 41.51580800000053),TR
28898,4746107467,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.030404700000016 41.516631400000534),TR
28899,4746107468,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.026342600000017 41.517519100000534),TR
28900,4746107469,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Kıyıköy RES T4,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.00527680000002 41.51757050000053),TR
28901,4746107470,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.002649 41.52517990000053),TR
28902,4746107471,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.start_date"": ""08.09.2015"", ""tags.operator"": ""Beşiktepe Üretim ve Ticaret A.Ş."", ""tags.frequency"": ""50"" }",POINT (28.000075 41.52790730000053),TR
28912,4746238724,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T14,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T14"", ""tags.voltage"": ""20000"" }",POINT (28.083868500000033 41.666872700000525),TR
28913,4746238725,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T13,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T13"", ""tags.voltage"": ""20000"" }",POINT (28.080277600000034 41.667461200000524),TR
28914,4746238726,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T12,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T12"", ""tags.voltage"": ""20000"" }",POINT (28.076795100000034 41.668321000000525),TR
28915,4746238727,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T11,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T11"", ""tags.voltage"": ""20000"" }",POINT (28.074373600000033 41.67175560000052),TR
28916,4746238728,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T10,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T10"", ""tags.voltage"": ""20000"" }",POINT (28.070363800000035 41.673022300000525),TR
28917,4746238729,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T9,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T9"", ""tags.voltage"": ""20000"" }",POINT (28.067119800000036 41.674359900000525),TR
28918,4746238730,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T5,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T5"", ""tags.voltage"": ""20000"" }",POINT (28.048566900000036 41.67543170000052),TR
28919,4746238731,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T8,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T8"", ""tags.voltage"": ""20000"" }",POINT (28.064018900000036 41.67565420000052),TR
28920,4746238732,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T4,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T4"", ""tags.voltage"": ""20000"" }",POINT (28.042941700000036 41.677014000000526),TR
28921,4746238733,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T7,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T7"", ""tags.voltage"": ""20000"" }",POINT (28.061338600000035 41.67765380000053),TR
28922,4746238734,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T6,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T6"", ""tags.voltage"": ""20000"" }",POINT (28.053483 41.675461700000525),TR
28923,4746238735,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T3,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T3"", ""tags.voltage"": ""20000"" }",POINT (28.040043 41.678744500000526),TR
28924,4746238736,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T2,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T2"", ""tags.voltage"": ""20000"" }",POINT (28.036743800000036 41.679860200000526),TR
28925,4746238737,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,NULL,Kıyıköy RES T1,Rüzgâr Enerjisi,"{ ""tags.operator"": ""Alenka Enerji Üretim ve Yatırım Limited Şirketi"", ""tags.frequency"": ""50"", ""tags.ref"": ""T1"", ""tags.voltage"": ""20000"" }",POINT (28.033090700000034 41.68025690000053),TR
28950,4752142320,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (30.218867300000124 38.0169341),TR
28951,4752142321,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (30.216160700000124 38.0199232),TR
28952,4752142322,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (30.213086500000124 38.0228979),TR
28953,4752142323,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (30.218387700000125 38.0233365),TR
28954,4752142324,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,"{ ""tags.manufacturer"": ""Siemens"" }",POINT (30.226127200000125 38.0171787),TR
28996,4771597762,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.569007700000025 40.3525904),TR
28997,4771597763,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.565068100000026 40.353078),TR
28998,4771597764,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.560856800000025 40.3527207),TR
28999,4771597765,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,NULL,NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.557330300000025 40.3531738),TR
29000,4771597766,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.552992300000025 40.3530679),TR
29002,4771597770,node,TR,wind_turbine,3.0,wind,wind_turbine,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.529211800000024 40.3435143),TR
29003,4771597771,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.not:operator:wikidata"": ""Q7313077"" }",POINT (28.524937700000024 40.3431375),TR
29004,4771597772,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.520419500000024 40.3437893),TR
29005,4771597773,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.516213200000024 40.3422076),TR
29006,4771597774,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.507406200000023 40.3369886),TR
29007,4771597775,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.50281760000002 40.3358595),TR
29008,4771597776,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"" }",POINT (28.498594700000023 40.3355225),TR
29009,4771597777,node,TR,wind_turbine,3.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),NULL,NULL,"{ ""tags.operator"": ""BorusanEnBW Enerji"", ""tags.manufacturer"": ""Vestas"" }",POINT (28.494341600000023 40.3351135),TR
29028,4830365614,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.5479965999998 39.07139029999994),TR
29029,4830366883,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.5202390999998 39.076720399999914),TR
29030,4830366896,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.5186446999998 39.07760059999992),TR
29031,4830366911,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.517101999999795 39.07864189999992),TR
29032,4830366966,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.55610849999977 39.06961659999992),TR
29033,4830366974,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.55374969999977 39.07007169999992),TR
29034,4830366977,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.55161809999977 39.07025709999993),TR
29035,4830366994,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.49495529999977 39.08329359999993),TR
29036,4830367007,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.493011899999786 39.08375239999992),TR
29037,4830367012,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.491063699999785 39.084090099999926),TR
29038,4830367013,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.488879199999786 39.08414129999993),TR
29039,4830367030,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.54613389999979 39.071939),TR
29040,4830367035,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.54416409999978 39.072365499999925),TR
29041,4830367036,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.54212229999978 39.072529099999926),TR
29042,4830367037,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.539997399999784 39.07269119999992),TR
29043,4830367044,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.53796509999979 39.07298039999992),TR
29044,4830367048,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.53615479999979 39.073469499999916),TR
29045,4830367056,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.53454489999979 39.07427039999992),TR
29046,4830367069,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.53269069999979 39.074770399999906),TR
29047,4830367082,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.530849999999795 39.075310099999896),TR
29048,4830367089,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.52904989999979 39.07592119999989),TR
29049,4830367091,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.52446579999979 39.07603369999989),TR
29050,4830367092,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.526879399999785 39.07604519999989),TR
29051,4830367097,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.522094899999786 39.07625159999989),TR
29052,4830367141,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.51587219999978 39.07998899999989),TR
29053,4830367142,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.511438999999775 39.08001639999989),TR
29054,4830367144,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.51370529999978 39.08005589999989),TR
29055,4830367150,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.50954289999977 39.080584599999895),TR
29056,4830367153,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.50080909999978 39.080664199999894),TR
29057,4830367154,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.50530969999978 39.080764599999895),TR
29058,4830367156,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.507553699999775 39.0808931999999),TR
29059,4830367172,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.49847579999979 39.0818248999999),TR
29060,4830367181,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.49677009999979 39.08269949999989),TR
29061,4830367226,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.487112399999795 39.08473359999988),TR
29062,4830367234,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.48559139999979 39.08563539999988),TR
29063,4830367238,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.48374859999979 39.086089199999876),TR
29064,4830367250,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4810137999998 39.087152499999874),TR
29065,4830367256,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.479062499999806 39.08748189999988),TR
29066,4830367258,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4768714999998 39.08752629999988),TR
29067,4830367265,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.475125499999805 39.08822909999987),TR
29068,4830367266,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.472998699999806 39.088426299999874),TR
29069,4830367267,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.47091219999981 39.090876099999875),TR
29070,4830367268,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.46872689999981 39.09088569999987),TR
29071,4830367269,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.46722579999981 39.09182259999987),TR
29072,4830367270,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.47371929999981 39.091833199999876),TR
29073,4830367271,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.46642479999981 39.09360939999988),TR
29074,4830367272,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.464624399999806 39.09462869999988),TR
29075,4830367273,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4625981999998 39.09492899999988),TR
29076,4830367274,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4611885999998 39.09660089999988),TR
29077,4830367275,node,TR,wind_turbine,2.0,wind,NULL,generator,Bing,NULL,NULL,NULL,POINT (34.447997199999804 39.09768339999988),TR
29078,4830367276,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.46035979999981 39.09832919999988),TR
29079,4830367277,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.459354499999804 39.09997789999988),TR
29080,4830367278,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.458397999999804 39.10155029999988),TR
29081,4830367279,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4570977999998 39.102708899999875),TR
29082,4830367280,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4551481999998 39.103308299999874),TR
29083,4830367281,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4534106999998 39.10399459999987),TR
29084,4830367282,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4521536999998 39.10518129999987),TR
29085,4830367283,node,TR,wind_turbine,2.0,wind,horizontal_axis,generator,Maxar Premium-Luftbilder (Beta),Rüzgâr Türbini,Rüzgâr Enerjisi,NULL,POINT (34.4506615999998 39.106477299999874),TR
